package name,version,source,downloads,language
10up/wp_mock,,packagist,"{u'last_month': 26056, u'overall': 280738, u'last_day': 1243}",php
10up/wpsnapshots,,packagist,"{u'last_month': 156, u'overall': 855, u'last_day': 1}",php
10usb/pdf-lib,,packagist,"{u'last_month': 0, u'overall': 19, u'last_day': 0}",php
12-stars-media/avy-get,,packagist,"{u'last_month': 0, u'overall': 285, u'last_day': 0}",php
123dok/file-type-detector,,packagist,"{u'last_month': 7, u'overall': 46, u'last_day': 1}",php
123dok/php-diff,,packagist,"{u'last_month': 9, u'overall': 238, u'last_day': 0}",php
139cl/candycane,,packagist,"{u'last_month': 0, u'overall': 3, u'last_day': 0}",php
13dagger/slugify,,packagist,"{u'last_month': 0, u'overall': 2, u'last_day': 0}",php
15518182929/yii2-ajaxcrud,,packagist,"{u'last_month': 0, u'overall': 11, u'last_day': 0}",php
17734027950/api-demo,,packagist,"{u'last_month': 2, u'overall': 13, u'last_day': 0}",php
17734027950/pagerfanta-bundle,,packagist,"{u'last_month': 0, u'overall': 3, u'last_day': 0}",php
17734027950/php-crontab,,packagist,"{u'last_month': 0, u'overall': 5, u'last_day': 0}",php
17734027950/yangchi,,packagist,"{u'last_month': 0, u'overall': 26, u'last_day': 0}",php
1a65/gionin-api,,packagist,"{u'last_month': 0, u'overall': 71, u'last_day': 0}",php
1a65/oempro-php-api,,packagist,"{u'last_month': 0, u'overall': 16, u'last_day': 0}",php
1eg/doctrine-dbal-valueobject,,packagist,"{u'last_month': 3, u'overall': 310, u'last_day': 0}",php
1happyplace/ansi-terminal,,packagist,"{u'last_month': 8, u'overall': 318, u'last_day': 0}",php
1of0/curly,,packagist,"{u'last_month': 0, u'overall': 378, u'last_day': 0}",php
1of0/league-route,,packagist,"{u'last_month': 0, u'overall': 35, u'last_day': 0}",php
1of0/phpdoc-reader,,packagist,"{u'last_month': 1, u'overall': 147, u'last_day': 0}",php
1of0/streams,,packagist,"{u'last_month': 0, u'overall': 416, u'last_day': 0}",php
1shiharat/block-content-editor,,packagist,"{u'last_month': 0, u'overall': 20, u'last_day': 0}",php
1stel/stratostack-records-generation,,packagist,"{u'last_month': 4, u'overall': 77, u'last_day': 3}",php
1upon0/ui,,packagist,"{u'last_month': 0, u'overall': 25, u'last_day': 0}",php
200mph/tnt-express-connect,,packagist,"{u'last_month': 5, u'overall': 144, u'last_day': 0}",php
201created/media-bundle,,packagist,"{u'last_month': 9, u'overall': 97, u'last_day': 0}",php
20steps/alexa,,packagist,"{u'last_month': 0, u'overall': 0, u'last_day': 0}",php
20steps/bricks-installer,,packagist,"{u'last_month': 0, u'overall': 3, u'last_day': 0}",php
20steps/bricks-platform-composer-extras,,packagist,"{u'last_month': 0, u'overall': 439, u'last_day': 0}",php
20steps/bricks-rest-core,,packagist,"{u'last_month': 0, u'overall': 164, u'last_day': 0}",php
20steps/drush,,packagist,"{u'last_month': 0, u'overall': 16, u'last_day': 0}",php
20steps/libphonenumber-for-php,,packagist,"{u'last_month': 1, u'overall': 63, u'last_day': 0}",php
20steps/oauth2-php,,packagist,"{u'last_month': 0, u'overall': 35, u'last_day': 0}",php
20steps/versioning-bundle,,packagist,"{u'last_month': 0, u'overall': 58, u'last_day': 0}",php
20tries/date_range,,packagist,"{u'last_month': 141, u'overall': 3477, u'last_day': 6}",php
20tries/filterable,,packagist,"{u'last_month': 141, u'overall': 3280, u'last_day': 6}",php
21stdigital/sage,,packagist,"{u'last_month': 0, u'overall': 11, u'last_day': 0}",php
22325055/c89frame,,packagist,"{u'last_month': 0, u'overall': 4, u'last_day': 0}",php
256mywind/sms,,packagist,"{u'last_month': 0, u'overall': 8, u'last_day': 0}",php
2600hz/kazoo-php-sdk,,packagist,"{u'last_month': 11, u'overall': 1808, u'last_day': 0}",php
27coupons/php-sdk,,packagist,"{u'last_month': 2, u'overall': 7, u'last_day': 0}",php
2amigos/escriptboost,,packagist,"{u'last_month': 16, u'overall': 7270, u'last_day': 0}",php
2amigos/yii-cdn-asset-management-library,,packagist,"{u'last_month': 55, u'overall': 957, u'last_day': 1}",php
2amigos/yii-helpers,,packagist,"{u'last_month': 0, u'overall': 77, u'last_day': 0}",php
2amigos/yii2-editable-widget,,packagist,"{u'last_month': 2577, u'overall': 61299, u'last_day': 70}",php
2amigos/yii2-google-maps-library,,packagist,"{u'last_month': 3243, u'overall': 93419, u'last_day': 140}",php
2amigos/yii2-nexmo-library,,packagist,"{u'last_month': 58, u'overall': 1077, u'last_day': 1}",php
2amigos/yii2-taggable-behavior,,packagist,"{u'last_month': 1258, u'overall': 28146, u'last_day': 54}",php
2amigos/yiiwheels,,packagist,"{u'last_month': 262, u'overall': 20506, u'last_day': 8}",php
2amigos/yiiwheels-custom,,packagist,"{u'last_month': 1, u'overall': 272, u'last_day': 0}",php
2bj/phanybar,,packagist,"{u'last_month': 14695, u'overall': 34309, u'last_day': 568}",php
2do/contao-shop-bundle,,packagist,"{u'last_month': 0, u'overall': 15, u'last_day': 0}",php
2dojo/module,,packagist,"{u'last_month': 0, u'overall': 51, u'last_day': 0}",php
2dotstwice/ischool-api-client,,packagist,"{u'last_month': 0, u'overall': 0, u'last_day': 0}",php
2dotstwice/lqiphp,,packagist,"{u'last_month': 2, u'overall': 3, u'last_day': 0}",php
2gis/api-client,,packagist,"{u'last_month': 24, u'overall': 1280, u'last_day': 0}",php
2gis/photo20_php_api_client,,packagist,"{u'last_month': 0, u'overall': 40, u'last_day': 0}",php
2lenet/easyadmin-plus-bundle,,packagist,"{u'last_month': 486, u'overall': 2268, u'last_day': 17}",php
2lenet/mailer-bundle,,packagist,"{u'last_month': 293, u'overall': 1007, u'last_day': 10}",php
2lovecode/cron-job,,packagist,"{u'last_month': 0, u'overall': 8, u'last_day': 0}",php
2nova/php-morphy,,packagist,"{u'last_month': 0, u'overall': 416, u'last_day': 0}",php
2performant/2performant-php,,packagist,"{u'last_month': 54, u'overall': 1045, u'last_day': 0}",php
2pit-io/2pit-commitment,,packagist,"{u'last_month': 0, u'overall': 3, u'last_day': 0}",php
2rajpx/php-helper,,packagist,"{u'last_month': 0, u'overall': 21, u'last_day': 0}",php
2spark/framework-bundle,,packagist,"{u'last_month': 7, u'overall': 1267, u'last_day': 2}",php
2spark/repository-monitor-bundle,,packagist,"{u'last_month': 0, u'overall': 0, u'last_day': 0}",php
2tvenom/php-queue,,packagist,"{u'last_month': 0, u'overall': 166, u'last_day': 0}",php
30hills/cms_framework_seed,,packagist,"{u'last_month': 12, u'overall': 12, u'last_day': 0}",php
337268759/pinyin,,packagist,"{u'last_month': 0, u'overall': 9, u'last_day': 0}",php
360i/sonno,,packagist,"{u'last_month': 0, u'overall': 27, u'last_day': 0}",php
360kids/nsqphp,,packagist,"{u'last_month': 0, u'overall': 23, u'last_day': 0}",php
3ch3r46/bootui-datepicker,,packagist,"{u'last_month': 206, u'overall': 2204, u'last_day': 8}",php
3ch3r46/bootui-datetimepicker,,packagist,"{u'last_month': 2, u'overall': 340, u'last_day': 0}",php
3ch3r46/bootui-select2,,packagist,"{u'last_month': 8, u'overall': 497, u'last_day': 1}",php
3ch3r46/bootui-typeahead,,packagist,"{u'last_month': 0, u'overall': 45, u'last_day': 0}",php
3ch3r46/tinymce,,packagist,"{u'last_month': 0, u'overall': 9, u'last_day': 0}",php
3ch3r46/yii2-bootui,,packagist,"{u'last_month': 10, u'overall': 401, u'last_day': 1}",php
3ch3r46/yii2-tinymce,,packagist,"{u'last_month': 35, u'overall': 852, u'last_day': 0}",php
3dots/mail,,packagist,"{u'last_month': 2, u'overall': 49, u'last_day': 0}",php
3f/converter,,packagist,"{u'last_month': 24, u'overall': 3156, u'last_day': 1}",php
3f/daikengo,,packagist,"{u'last_month': 3, u'overall': 235, u'last_day': 0}",php
3f/eoc-client,,packagist,"{u'last_month': 0, u'overall': 140, u'last_day': 0}",php
3f/eoc-server,,packagist,"{u'last_month': 0, u'overall': 26, u'last_day': 0}",php
3f/lint,,packagist,"{u'last_month': 2, u'overall': 331, u'last_day': 0}",php
3f/pygmentize,,packagist,"{u'last_month': 0, u'overall': 108, u'last_day': 0}",php
3f/surfer,,packagist,"{u'last_month': 3, u'overall': 285, u'last_day': 0}",php
3f/tool-bag,,packagist,"{u'last_month': 3, u'overall': 328, u'last_day': 0}",php
3maio/yii2-categories,,packagist,"{u'last_month': 10, u'overall': 10, u'last_day': 0}",php
3mg/doctrine-pdo-dblib,,packagist,"{u'last_month': 167, u'overall': 1786, u'last_day': 9}",php
3mg/nusoap,,packagist,"{u'last_month': 1, u'overall': 125, u'last_day': 0}",php
3nr1c/php-shunting-yard,,packagist,"{u'last_month': 38, u'overall': 1309, u'last_day': 0}",php
3rd-party/smarty,,packagist,"{u'last_month': 13, u'overall': 2866, u'last_day': 0}",php
3rdpartyeve/phealng,,packagist,"{u'last_month': 8, u'overall': 15641, u'last_day': 0}",php
3rm4k0ff/ya-backuper,,packagist,"{u'last_month': 0, u'overall': 3, u'last_day': 0}",php
3runodesign/setrobot,,packagist,"{u'last_month': 1, u'overall': 131, u'last_day': 0}",php
3sure/administrator,,packagist,"{u'last_month': 0, u'overall': 17, u'last_day': 0}",php
3tnet/t-cms,,packagist,"{u'last_month': 0, u'overall': 1, u'last_day': 0}",php
3xw/attachment,,packagist,"{u'last_month': 27, u'overall': 162, u'last_day': 1}",php
3xw/cakephp-app,,packagist,"{u'last_month': 16, u'overall': 207, u'last_day': 0}",php
3xw/cakephp-elastic-search,,packagist,"{u'last_month': 8, u'overall': 52, u'last_day': 0}",php
3xw/cakephp-utils,,packagist,"{u'last_month': 24, u'overall': 234, u'last_day': 1}",php
401/gravityforms,,packagist,"{u'last_month': 4, u'overall': 300, u'last_day': 0}",php
401/wordpress-base-theme,,packagist,"{u'last_month': 8, u'overall': 266, u'last_day': 0}",php
401/wp-rocket,,packagist,"{u'last_month': 4, u'overall': 50, u'last_day': 0}",php
404_k/k_laravel_creator,,packagist,"{u'last_month': 0, u'overall': 39, u'last_day': 0}",php
421p/php-quality-tool-cli,,packagist,"{u'last_month': 0, u'overall': 9, u'last_day': 0}",php
421p/talker,,packagist,"{u'last_month': 0, u'overall': 3, u'last_day': 0}",php
42mate/towel,,packagist,"{u'last_month': 0, u'overall': 107, u'last_day': 0}",php
4d47/archieml,,packagist,"{u'last_month': 6, u'overall': 47, u'last_day': 0}",php
4d47/form,,packagist,"{u'last_month': 0, u'overall': 21, u'last_day': 0}",php
4d47/http-resource,,packagist,"{u'last_month': 0, u'overall': 148, u'last_day': 0}",php
4devs/symfony-react,,packagist,"{u'last_month': 0, u'overall': 35, u'last_day': 0}",php
4h/generatorbundle,,packagist,"{u'last_month': 0, u'overall': 84, u'last_day': 0}",php
4k1r0/codeigniterdb,,packagist,"{u'last_month': 2, u'overall': 163, u'last_day': 0}",php
4k1r0/ormega,,packagist,"{u'last_month': 2, u'overall': 1061, u'last_day': 0}",php
4kizuki/php-enum,,packagist,"{u'last_month': 1, u'overall': 64, u'last_day': 0}",php
4kizuki/php-vector,,packagist,"{u'last_month': 0, u'overall': 8, u'last_day': 0}",php
4nd114/littlecode,,packagist,"{u'last_month': 0, u'overall': 5, u'last_day': 0}",php
4slovo/expression,,packagist,"{u'last_month': 35, u'overall': 692, u'last_day': 0}",php
4slv/doctrine2,,packagist,"{u'last_month': 163, u'overall': 631, u'last_day': 5}",php
4spacesdk/ci4ormextension,,packagist,"{u'last_month': 184, u'overall': 199, u'last_day': 5}",php
4spacesdk/ci4restextension,,packagist,"{u'last_month': 27, u'overall': 27, u'last_day': 5}",php
4zend/zpropel,,packagist,"{u'last_month': 6, u'overall': 145, u'last_day': 0}",php
50onred/php-jwt,,packagist,"{u'last_month': 0, u'overall': 41, u'last_day': 0}",php
51systems/doctrine-encrypt,,packagist,"{u'last_month': 241, u'overall': 10193, u'last_day': 4}",php
51systems/dojo-module,,packagist,"{u'last_month': 0, u'overall': 16, u'last_day': 0}",php
57r4n63r/nucleon-core,,packagist,"{u'last_month': 0, u'overall': 15, u'last_day': 0}",php
5ini99/think-auth,,packagist,"{u'last_month': 170, u'overall': 3119, u'last_day': 12}",php
5ini99/think-worker,,packagist,"{u'last_month': 1, u'overall': 18, u'last_day': 0}",php
5ini99/worker-api,,packagist,"{u'last_month': 0, u'overall': 4, u'last_day': 0}",php
66ru/ocf-resource-agent,,packagist,"{u'last_month': 0, u'overall': 10, u'last_day': 0}",php
66ru/unistorage-php-client,,packagist,"{u'last_month': 0, u'overall': 1013, u'last_day': 0}",php
66ru/yii-mailtank-client,,packagist,"{u'last_month': 0, u'overall': 34, u'last_day': 0}",php
728443778/php-utils,,packagist,"{u'last_month': 8, u'overall': 105, u'last_day': 0}",php
76design/oauth2-php,,packagist,"{u'last_month': 0, u'overall': 48, u'last_day': 0}",php
7733012/demo,,packagist,"{u'last_month': 0, u'overall': 4, u'last_day': 0}",php
7elix/styleguide,,packagist,"{u'last_month': 115, u'overall': 26461, u'last_day': 1}",php
7k7k/php-common,,packagist,"{u'last_month': 0, u'overall': 90, u'last_day': 0}",php
7k7k/php-sns,,packagist,"{u'last_month': 1, u'overall': 77, u'last_day': 0}",php
7lion/comur-image-bundle,,packagist,"{u'last_month': 0, u'overall': 45, u'last_day': 0}",php
7rin0/bigfoot-core-bundle,,packagist,"{u'last_month': 0, u'overall': 260, u'last_day': 0}",php
80h4ck/tp5-auth,,packagist,"{u'last_month': 17, u'overall': 133, u'last_day': 0}",php
81square/tiesa-ldap,,packagist,"{u'last_month': 15, u'overall': 393, u'last_day': 0}",php
8891/laravel-route-json,,packagist,"{u'last_month': 14, u'overall': 149, u'last_day': 0}",php
8p8c/behat-cucumber-json-formatter,,packagist,"{u'last_month': 0, u'overall': 37, u'last_day': 0}",php
90zlaya/php-library,,packagist,"{u'last_month': 10, u'overall': 414, u'last_day': 0}",php
96qbhy/code-scanner,,packagist,"{u'last_month': 2, u'overall': 8, u'last_day': 0}",php
99designs/ergo,,packagist,"{u'last_month': 0, u'overall': 10497, u'last_day': 0}",php
99designs/ergo-http,,packagist,"{u'last_month': 1, u'overall': 2982, u'last_day': 0}",php
99designs/facade,,packagist,"{u'last_month': 0, u'overall': 31737, u'last_day': 0}",php
99designs/money-php,,packagist,"{u'last_month': 171, u'overall': 52184, u'last_day': 19}",php
99designs/rightsignature-php,,packagist,"{u'last_month': 678, u'overall': 27468, u'last_day': 39}",php
99designs/sera,,packagist,"{u'last_month': 0, u'overall': 9591, u'last_day': 0}",php
9naquame/ajumamoro,,packagist,"{u'last_month': 0, u'overall': 39, u'last_day': 0}",php
9naquame/fpdf,,packagist,"{u'last_month': 0, u'overall': 5, u'last_day': 0}",php
9naquame/jpgraph,,packagist,"{u'last_month': 0, u'overall': 10, u'last_day': 0}",php
9naquame/wyf,,packagist,"{u'last_month': 0, u'overall': 5, u'last_day': 0}",php
9naquame/yentu,,packagist,"{u'last_month': 1, u'overall': 89, u'last_day': 0}",php
9peak/php-tool,,packagist,"{u'last_month': 7, u'overall': 80, u'last_day': 0}",php
9yu/convert2romaji,,packagist,"{u'last_month': 0, u'overall': 9, u'last_day': 0}",php
a-s-kash/master_to_the_project_geocoder,,packagist,"{u'last_month': 0, u'overall': 2, u'last_day': 0}",php
a-s-kash/test-category-tree,,packagist,"{u'last_month': 0, u'overall': 16, u'last_day': 0}",php
a-ssassi-n/awesomeimages-tags,,packagist,"{u'last_month': 10, u'overall': 205, u'last_day': 0}",php
a.ambrogini/phpjasper,,packagist,"{u'last_month': 0, u'overall': 4, u'last_day': 0}",php
a15lam/rpi-gpio,,packagist,"{u'last_month': 0, u'overall': 14, u'last_day': 0}",php
a1comms/gae-support-l5,,packagist,"{u'last_month': 3, u'overall': 153, u'last_day': 0}",php
a1comms/gae-support-lumen,,packagist,"{u'last_month': 0, u'overall': 98, u'last_day': 0}",php
a1s/php-zabbix-agent,,packagist,"{u'last_month': 0, u'overall': 4, u'last_day': 0}",php
a2design-inc/php-html-parser,,packagist,"{u'last_month': 15, u'overall': 619, u'last_day': 1}",php
a2design-inc/phpseclib,,packagist,"{u'last_month': 16, u'overall': 764, u'last_day': 1}",php
a2e/arc2,,packagist,"{u'last_month': 51, u'overall': 1882, u'last_day': 2}",php
a2nt/silverstripe-dropzone,,packagist,"{u'last_month': 1, u'overall': 40, u'last_day': 0}",php
a2nt/silverstripe-member-profiles,,packagist,"{u'last_month': 1, u'overall': 65, u'last_day': 0}",php
a3bhea/generators,,packagist,"{u'last_month': 0, u'overall': 16, u'last_day': 0}",php
a3bhea/larryfour,,packagist,"{u'last_month': 0, u'overall': 25, u'last_day': 0}",php
a3gz/assets-dispatcher,,packagist,"{u'last_month': 12, u'overall': 343, u'last_day': 0}",php
a5sys/doctrine-trait-bundle,,packagist,"{u'last_month': 200, u'overall': 2608, u'last_day': 2}",php
a70537952/graphql,,packagist,"{u'last_month': 38, u'overall': 43, u'last_day': 0}",php
a70838697/yii2elfinder,,packagist,"{u'last_month': 0, u'overall': 5, u'last_day': 0}",php
a76/yii2-pay,,packagist,"{u'last_month': 0, u'overall': 13, u'last_day': 0}",php
a7madev/stapler,,packagist,"{u'last_month': 0, u'overall': 93, u'last_day': 0}",php
aa-ahmed-aa/dorm,,packagist,"{u'last_month': 0, u'overall': 10, u'last_day': 0}",php
aa/array-diff,,packagist,"{u'last_month': 0, u'overall': 15, u'last_day': 0}",php
aaemnnosttv/wordpress-tests-core,,packagist,"{u'last_month': 7, u'overall': 641, u'last_day': 1}",php
aaemnnosttv/wp-cli-dotenv-command,,packagist,"{u'last_month': 992, u'overall': 30697, u'last_day': 38}",php
aaemnnosttv/wp-cli-http-command,,packagist,"{u'last_month': 0, u'overall': 25, u'last_day': 0}",php
aaemnnosttv/wp-cli-media-generate-command,,packagist,"{u'last_month': 0, u'overall': 8, u'last_day': 0}",php
aaemnnosttv/wp-cli-valet-command,,packagist,"{u'last_month': 5, u'overall': 67, u'last_day': 0}",php
aaemnnosttv/wp-sqlite-db,,packagist,"{u'last_month': 26, u'overall': 205, u'last_day': 8}",php
aaf/aaf2,,packagist,"{u'last_month': 0, u'overall': 158, u'last_day': 0}",php
aagroup/support,,packagist,"{u'last_month': 0, u'overall': 3, u'last_day': 0}",php
aak74/bitrix,,packagist,"{u'last_month': 0, u'overall': 16, u'last_day': 0}",php
aak74/bx-data,,packagist,"{u'last_month': 3, u'overall': 212, u'last_day': 0}",php
aalfiann/json-class-php,,packagist,"{u'last_month': 0, u'overall': 9, u'last_day': 0}",php
aalfiann/myanimelist-api-php,,packagist,"{u'last_month': 1, u'overall': 8, u'last_day': 0}",php
aalfiann/slim-skeleton,,packagist,"{u'last_month': 15, u'overall': 41, u'last_day': 0}",php
aamant/configurable-attributes-bundle,,packagist,"{u'last_month': 0, u'overall': 33, u'last_day': 0}",php
aamant/ville-france,,packagist,"{u'last_month': 0, u'overall': 27, u'last_day': 0}",php
aannnaa7/aws-sdk-php-minimized,,packagist,"{u'last_month': 3, u'overall': 328, u'last_day': 0}",php
aanred/ssocr-for-php,,packagist,"{u'last_month': 0, u'overall': 8, u'last_day': 0}",php
aanro/pythondocx,,packagist,"{u'last_month': 0, u'overall': 13, u'last_day': 0}",php
aanvari/jabba,,packagist,"{u'last_month': 0, u'overall': 57, u'last_day': 0}",php
aarcarr/amazon-mws-fulfillment,,packagist,"{u'last_month': 0, u'overall': 2, u'last_day': 0}",php
aaron/smarty-view,,packagist,"{u'last_month': 0, u'overall': 36, u'last_day': 0}",php
aaron4m/zf2-mailchimp,,packagist,"{u'last_month': 22, u'overall': 374, u'last_day': 1}",php
aaronadal/validator,,packagist,"{u'last_month': 11, u'overall': 519, u'last_day': 1}",php
aaronadal/wordpress-bridge-bundle,,packagist,"{u'last_month': 1, u'overall': 30, u'last_day': 0}",php
aaronddm/xml-builder,,packagist,"{u'last_month': 3, u'overall': 26, u'last_day': 0}",php
aaronjan/kobe,,packagist,"{u'last_month': 113, u'overall': 1692, u'last_day': 0}",php
aaronsaray/madmimi-api-php,,packagist,"{u'last_month': 14, u'overall': 1693, u'last_day': 0}",php
aasanchez/maltapost,,packagist,"{u'last_month': 0, u'overall': 30, u'last_day': 0}",php
aashley/nagios-livestatus-client,,packagist,"{u'last_month': 347, u'overall': 9475, u'last_day': 34}",php
aasisvinayak/shop,,packagist,"{u'last_month': 296, u'overall': 35084, u'last_day': 10}",php
aaugustyniak/semithread,,packagist,"{u'last_month': 5, u'overall': 881, u'last_day': 0}",php
aaw-team/pagenotfoundhandling,,packagist,"{u'last_month': 1366, u'overall': 4843, u'last_day': 75}",php
aayaresko/laravel-language,,packagist,"{u'last_month': 0, u'overall': 25, u'last_day': 0}",php
aayaresko/laravel-table,,packagist,"{u'last_month': 0, u'overall': 64, u'last_day': 0}",php
aayaresko/yii2-extended-gii,,packagist,"{u'last_month': 4, u'overall': 430, u'last_day': 0}",php
abbiew/phptool,,packagist,"{u'last_month': 0, u'overall': 6, u'last_day': 0}",php
abby-libs/php-xql,,packagist,"{u'last_month': 0, u'overall': 19, u'last_day': 0}",php
abcaeffchen/sepa-documentor,,packagist,"{u'last_month': 0, u'overall': 61, u'last_day': 0}",php
abcaeffchen/sepa-utilities,,packagist,"{u'last_month': 4721, u'overall': 79234, u'last_day': 244}",php
abcaeffchen/sephpa,,packagist,"{u'last_month': 3776, u'overall': 61270, u'last_day': 149}",php
abcarroll/simple-ansi-escape,,packagist,"{u'last_month': 1, u'overall': 36, u'last_day': 0}",php
abcdkyd/notadd-verify,,packagist,"{u'last_month': 0, u'overall': 0, u'last_day': 0}",php
abcdmitry/calculator,,packagist,"{u'last_month': 0, u'overall': 8, u'last_day': 0}",php
abcms/yii2-library,,packagist,"{u'last_month': 3, u'overall': 164, u'last_day': 0}",php
abcms/yii2-search,,packagist,"{u'last_month': 0, u'overall': 4, u'last_day': 0}",php
abcsun/logviewer,,packagist,"{u'last_month': 0, u'overall': 11, u'last_day': 0}",php
abdala/generic-api-client,,packagist,"{u'last_month': 1, u'overall': 265, u'last_day': 0}",php
abdelfatah/cmsss,,packagist,"{u'last_month': 0, u'overall': 4, u'last_day': 0}",php
abdualiym/yii2-contact-form,,packagist,"{u'last_month': 1, u'overall': 19, u'last_day': 0}",php
abdualiym/yii2-vote,,packagist,"{u'last_month': 0, u'overall': 101, u'last_day': 0}",php
abdualrhmanio/mobilywssms,,packagist,"{u'last_month': 1, u'overall': 56, u'last_day': 0}",php
abdullahhafizh/awal,,packagist,"{u'last_month': 0, u'overall': 7, u'last_day': 0}",php
abdullahobaid/mobilywslaraval,,packagist,"{u'last_month': 86, u'overall': 1182, u'last_day': 2}",php
abeautifulsite/simpleimage,,packagist,"{u'last_month': 3647, u'overall': 132938, u'last_day': 173}",php
abedinia/heisenberg,,packagist,"{u'last_month': 0, u'overall': 26, u'last_day': 0}",php
abelcallejo/wordpress-environment,,packagist,"{u'last_month': 0, u'overall': 4, u'last_day': 0}",php
abelhub/common,,packagist,"{u'last_month': 0, u'overall': 46, u'last_day': 0}",php
abelzhou/fisherman,,packagist,"{u'last_month': 0, u'overall': 0, u'last_day': 0}",php
abenbachir/refactor-bundle,,packagist,"{u'last_month': 0, u'overall': 12, u'last_day': 0}",php
abetter/toolkit,,packagist,"{u'last_month': 32, u'overall': 142, u'last_day': 0}",php
abetter/wordpress,,packagist,"{u'last_month': 20, u'overall': 168, u'last_day': 0}",php
abhi1693/yii2-system-info,,packagist,"{u'last_month': 98, u'overall': 3207, u'last_day': 10}",php
abhinavsingh/jaxl,,packagist,"{u'last_month': 454, u'overall': 40786, u'last_day': 15}",php
abidmi/crud-generator,,packagist,"{u'last_month': 0, u'overall': 11, u'last_day': 0}",php
abidra/laravel-google-auth,,packagist,"{u'last_month': 0, u'overall': 8, u'last_day': 0}",php
abishekrsrikaanth/amazon-payments,,packagist,"{u'last_month': 278, u'overall': 6385, u'last_day': 12}",php
able/helpers,,packagist,"{u'last_month': 4, u'overall': 54, u'last_day': 1}",php
able/io,,packagist,"{u'last_month': 8, u'overall': 69, u'last_day': 0}",php
able/reglib,,packagist,"{u'last_month': 5, u'overall': 51, u'last_day': 0}",php
able/sabre,,packagist,"{u'last_month': 5, u'overall': 37, u'last_day': 1}",php
able/sabre-standard,,packagist,"{u'last_month': 10, u'overall': 57, u'last_day': 1}",php
ably/ably-php,,packagist,"{u'last_month': 2093, u'overall': 41644, u'last_day': 85}",php
abocati/l5scaffold,,packagist,"{u'last_month': 0, u'overall': 5, u'last_day': 0}",php
abodeo/laravel-stripe,,packagist,"{u'last_month': 105, u'overall': 30643, u'last_day': 0}",php
aboldyrev/web-client,,packagist,"{u'last_month': 3, u'overall': 5, u'last_day': 1}",php
abolfazl/minifier,,packagist,"{u'last_month': 0, u'overall': 2, u'last_day': 0}",php
aboustayyef/extractor,,packagist,"{u'last_month': 0, u'overall': 13, u'last_day': 0}",php
aboustayyef/summarizer,,packagist,"{u'last_month': 1, u'overall': 45, u'last_day': 0}",php
aboutcoders/process-control,,packagist,"{u'last_month': 160, u'overall': 4087, u'last_day': 10}",php
